HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,Shape_Leng,Shape_Area,waterID,AverageSam,SampleCoun,areaskqm
2,2,21NYDECA_WQX-09022406,SS BP v1.3.4,1,,,04150308,0,93100.01560020000,100131535.20800000000,38.00000000000,0.20660000000,10,100.13153520800
2,2,21NYDECA_WQX-09022303,SS BP v1.3.4,1,,,04150307,0,150740.02540100000,251966988.96800000000,39.00000000000,0.19240000000,10,251.96698896800
2,2,21NYDECA_WQX-09022203,SS BP v1.3.4,1,,,04150306,0,324200.05800100000,580818806.16700000000,40.00000000000,0.13370000000,10,580.81880616700
2,2,21NYDECA_WQX-09021502,SS BP v1.3.4,1,,,04150308,0,84860.01350020000,101836735.97900000000,41.00000000000,0.05016666667,6,101.83673597900
2,2,21NYDECA_WQX-09021102,SS BP v1.3.4,1,,,04150308,0,176660.03090100000,394269739.03800000000,42.00000000000,0.30744444444,9,394.26973903800
2,2,21NYDECA_WQX-09021009,SS BP v1.3.4,1,,,04150306,0,388600.06909600000,2142316358.45000000000,43.00000000000,0.09900000000,10,2142.31635845000
2,2,21NYDECA_WQX-09021003,SS BP v1.3.4,1,,,04150306,0,40.00000000000,100.00000000000,44.00000000000,0.08260000000,10,0.00010000000
2,2,21NYDECA_WQX-09010008,SS BP v1.3.4,1,,,04150301,0,5400.00100040000,595700.10862800000,45.00000000000,0.26520312500,32,0.59570010863
2,2,21NYDECA_WQX-08013100,SS BP v1.3.4,1,,,04150101,0,78660.01410100000,89393032.43020000000,46.00000000000,0.07702500000,4,89.39303243020
2,2,21NYDECA_WQX-08012201,SS BP v1.3.4,1,,,04150101,0,16640.00229930000,6456202.35644000000,47.00000000000,1.36862500000,8,6.45620235644
2,2,21NYDECA_WQX-08012116,SS BP v1.3.4,1,,,04150101,0,208080.03819800000,365141732.04300000000,48.00000000000,0.14232222222,9,365.14173204300
2,2,21NYDECA_WQX-08011E02,SS BP v1.3.4,1,,,04150101,0,56980.00949860000,84411030.46860000000,49.00000000000,0.82681250000,8,84.41103046860
2,2,21NYDECA_WQX-08011A00,SS BP v1.3.4,1,,,04150101,0,31580.00630330000,21973307.88250000000,50.00000000000,0.58650000000,8,21.97330788250
2,2,21NYDECA_WQX-08011901,SS BP v1.3.4,1,,,04150101,0,44640.00959970000,26333909.57480000000,51.00000000000,0.10200000000,8,26.33390957480
2,2,21NYDECA_WQX-08011802,SS BP v1.3.4,1,,,04150101,0,63500.01060010000,68243124.59160000000,52.00000000000,0.35911111111,9,68.24312459160
