HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,waterID,AverageSam,SampleCoun,Shape_Leng,Shape_Area,sum_Size,Point_Coun
2,2,21NYDECA_WQX-13011519,SS BP v1.3.4,1,,,02020006,0,147.00000000000,0.08537500000,8,36340.00679970000,29684711.12070000000,0.00000000000,0
2,2,21NYDECA_WQX-13011401,SS BP v1.3.4,1,,,02020006,0,148.00000000000,0.63962500000,8,118940.02360200000,144767254.35800000000,2.00000000000,1
2,2,21NYDECA_WQX-13011003,SS BP v1.3.4,1,,,02020006,0,149.00000000000,0.51228571429,7,167840.03010000000,440665464.64500000000,0.00000000000,0
2,2,21NYDECA_WQX-13010139,SS BP v1.3.4,1,,,02020006,0,150.00000000000,0.38940000000,40,320.00000000000,1800.00000000000,0.00000000000,0
2,2,21NYDECA_WQX-13010077,SS BP v1.3.4,1,,,02020008,0,151.00000000000,0.37186486487,37,440.00010013600,1700.00050068000,0.00000000000,0
2,2,21NYDECA_WQX-12041001,SS BP v1.3.4,1,,,02020004,0,152.00000000000,1.49500000000,10,172140.03210200000,376680838.91800000000,4.00000000000,2
2,2,21NYDECA_WQX-12023100,SS BP v1.3.4,1,,,02020005,0,153.00000000000,0.06000000000,9,29440.00499870000,21880408.33650000000,0.00000000000,0
2,2,21NYDECA_WQX-12022301,SS BP v1.3.4,1,,,02020005,0,154.00000000000,0.13788888889,9,89740.01690100000,189178871.70000000000,0.00000000000,0
2,2,21NYDECA_WQX-12022101,SS BP v1.3.4,1,,,02020005,0,155.00000000000,0.24400000000,10,1040.00040054000,2600.00200272000,0.00000000000,0
2,2,21NYDECA_WQX-12021081,SS BP v1.3.4,1,,,02020005,0,156.00000000000,0.16280000000,10,6280.00129986000,518200.15844300000,0.00000000000,0
2,2,21NYDECA_WQX-12013101,SS BP v1.3.4,1,,,02020004,0,157.00000000000,1.36120000000,10,14280.00260070000,4934901.79961000000,0.00000000000,0
